"EmpNumber","Age","Gender","EducationBackground","MaritalStatus","EmpDepartment","EmpJobRole","BusinessTravelFrequency","DistanceFromHome","EmpEducationLevel","EmpEnvironmentSatisfaction","EmpHourlyRate","EmpJobInvolvement","EmpJobLevel","EmpJobSatisfaction","NumCompaniesWorked","OverTime","EmpLastSalaryHikePercent","EmpRelationshipSatisfaction","TotalWorkExperienceInYears","TrainingTimesLastYear","EmpWorkLifeBalance","ExperienceYearsAtThisCompany","ExperienceYearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Attrition","PerformanceRating"
"E100800","54","Male","Medical","Married","Development","Developer","Travel_Rarely","5","2","1","86","3","5","1","4","No","11","3","24","4","2","4","2","1","2","No","3"
"E100802","31","Female","Medical","Married","Development","Developer","Travel_Rarely","7","2","2","31","3","2","1","1","No","12","2","13","5","1","13","10","3","12","No","3"
"E100803","43","Male","Medical","Married","Development","Developer","Travel_Frequently","21","3","4","61","3","1","4","7","No","20","1","8","1","3","3","2","1","2","No","4"
"E100805","25","Female","Life Sciences","Single","Sales","Sales Executive","Travel_Rarely","4","2","2","99","2","2","4","1","Yes","11","2","5","3","3","5","4","1","3","No","2"
"E100807","37","Female","Medical","Married","Development","Senior Developer","Non-Travel","25","5","2","72","3","2","3","3","Yes","15","1","15","2","3","13","11","10","7","No","3"
"E100808","31","Male","Life Sciences","Married","Development","Developer","Travel_Rarely","1","2","4","98","2","1","1","1","No","12","3","4","3","3","4","2","3","2","No","3"
"E100809","39","Male","Life Sciences","Divorced","Development","Senior Developer","Travel_Frequently","1","1","2","52","3","5","3","1","Yes","14","3","21","3","3","21","8","1","6","No","2"
"E100811","30","Female","Technical Degree","Single","Sales","Sales Executive","Travel_Rarely","12","3","2","83","3","2","3","0","No","11","2","6","6","3","5","4","4","4","No","2"
"E100812","41","Male","Marketing","Married","Sales","Sales Executive","Travel_Rarely","1","3","2","49","4","3","1","1","No","16","3","10","2","3","10","7","0","7","No","3"
"E100814","28","Male","Medical","Divorced","Development","Senior Developer","Travel_Rarely","17","2","3","79","3","2","1","1","No","12","4","10","2","3","10","0","1","8","No","3"
"E100816","25","Male","Medical","Married","Development","Developer","Travel_Rarely","3","3","1","91","3","1","1","5","No","13","3","6","5","3","2","2","0","2","Yes","3"
"E100821","52","Male","Medical","Married","Development","Developer","Travel_Rarely","3","3","4","39","2","3","3","2","Yes","14","3","28","4","3","5","4","0","4","No","3"
"E100822","45","Male","Life Sciences","Married","Development","Developer","Travel_Rarely","10","2","1","69","3","1","4","3","No","21","4","8","3","2","2","2","0","2","No","3"
"E100824","52","Female","Life Sciences","Married","Data Science","Data Scientist","Travel_Rarely","4","2","4","30","3","4","4","2","No","13","4","31","2","1","5","2","1","4","No","3"
"E100825","42","Female","Life Sciences","Divorced","Development","Developer","Travel_Frequently","29","2","1","92","3","2","3","2","No","11","2","19","3","3","5","4","0","2","No","3"
"E100826","30","Female","Life Sciences","Single","Development","Developer","Travel_Rarely","2","3","3","43","1","2","4","2","No","20","3","11","2","3","5","4","0","2","No","4"
"E100827","60","Female","Life Sciences","Married","Development","Developer","Travel_Rarely","7","3","1","41","3","5","1","5","No","11","4","33","5","1","29","8","11","10","No","3"
"E100828","46","Female","Medical","Divorced","Data Science","Data Scientist","Travel_Rarely","18","3","3","87","3","2","3","2","No","14","3","19","5","2","10","7","0","8","No","3"
"E100832","24","Female","Technical Degree","Single","Sales","Sales Representative","Travel_Rarely","1","1","1","62","3","1","2","1","Yes","16","2","6","4","3","5","3","1","4","Yes","3"
"E100833","34","Female","Marketing","Divorced","Sales","Sales Representative","Travel_Frequently","6","2","4","33","1","1","3","0","No","16","4","3","3","2","2","2","1","0","Yes","3"
"E100834","38","Male","Life Sciences","Married","Data Science","Data Scientist","Travel_Frequently","2","2","4","42","3","1","4","1","Yes","23","3","1","3","3","1","0","0","0","No","4"
"E100836","40","Female","Life Sciences","Married","Sales","Manager","Travel_Rarely","2","4","3","79","3","5","3","0","No","14","4","21","2","3","20","15","1","12","No","3"
"E100838","26","Female","Life Sciences","Divorced","Development","Senior Developer","Travel_Rarely","23","3","1","90","3","1","4","1","No","22","2","3","3","1","3","2","0","2","No","3"
"E100840","30","Male","Life Sciences","Married","Development","Senior Developer","Non-Travel","3","3","3","53","3","1","4","4","No","15","3","9","3","1","5","3","1","4","No","3"
"E100842","29","Male","Medical","Married","Development","Developer","Travel_Rarely","3","4","2","93","2","3","3","1","No","18","3","10","2","3","10","2","0","7","No","3"
"E100843","29","Female","Technical Degree","Married","Development","Developer","Travel_Rarely","25","5","3","71","2","1","2","5","No","16","2","6","2","4","2","2","1","1","Yes","3"
"E100844","19","Male","Technical Degree","Single","Human Resources","Human Resources","Travel_Rarely","2","2","1","52","2","1","4","1","No","12","3","1","3","4","1","0","0","0","Yes","3"
"E100845","30","Female","Other","Married","Sales","Sales Executive","Non-Travel","22","4","3","69","3","3","1","0","No","11","3","10","3","3","9","8","7","8","No","3"
"E100846","57","Male","Marketing","Divorced","Sales","Manager","Travel_Rarely","29","3","1","56","2","4","4","3","No","12","3","32","3","2","1","0","0","0","No","3"
"E100847","50","Male","Life Sciences","Married","Development","Senior Developer","Travel_Rarely","29","4","2","88","2","4","3","0","No","15","2","28","2","3","27","10","15","7","No","3"
"E100852","47","Female","Medical","Divorced","Development","Developer","Travel_Rarely","2","2","1","65","3","2","4","5","No","13","3","20","2","3","5","0","0","4","No","3"
"E100853","46","Male","Life Sciences","Married","Development","Senior Developer","Travel_Rarely","2","3","1","51","3","4","3","6","No","13","3","26","2","1","3","2","0","1","No","3"
"E100855","35","Male","Life Sciences","Single","Development","Developer","Travel_Rarely","22","3","4","46","1","1","3","0","No","15","3","6","2","3","5","4","4","3","No","3"
"E100856","54","Female","Life Sciences","Single","Development","Developer","Travel_Rarely","8","4","3","42","3","2","3","7","No","11","3","19","3","3","1","0","0","0","No","3"
"E100857","34","Male","Life Sciences","Divorced","Development","Senior Developer","Travel_Rarely","2","4","4","62","2","1","3","3","No","12","3","14","3","3","7","3","5","7","No","3"
"E100858","46","Female","Marketing","Married","Sales","Sales Executive","Travel_Rarely","10","3","3","94","2","3","4","2","Yes","19","3","15","3","3","3","2","1","2","No","3"
"E100859","31","Male","Life Sciences","Divorced","Development","Senior Developer","Travel_Rarely","9","1","3","33","3","3","2","1","No","25","4","13","6","4","13","8","0","8","No","3"
"E100860","33","Male","Medical","Married","Development","Senior Developer","Travel_Rarely","15","1","2","56","3","3","3","7","Yes","12","4","15","2","4","7","6","7","7","Yes","2"
"E100862","33","Male","Medical","Divorced","Development","Developer","Travel_Rarely","10","1","1","38","1","1","4","7","No","13","1","8","2","3","4","3","1","3","Yes","3"
"E100863","30","Male","Marketing","Single","Sales","Sales Representative","Travel_Rarely","7","1","4","57","3","1","2","0","No","14","1","4","3","3","3","2","1","2","No","3"
"E100864","35","Male","Life Sciences","Married","Development","Senior Developer","Travel_Rarely","16","3","4","72","3","3","3","4","Yes","12","3","10","2","3","8","7","0","0","No","3"
"E100865","31","Male","Life Sciences","Married","Development","Developer","Travel_Frequently","20","3","1","66","3","3","3","3","No","12","1","12","2","3","1","0","0","0","Yes","3"
"E100868","34","Female","Human Resources","Divorced","Human Resources","Human Resources","Travel_Frequently","23","3","2","43","3","3","1","9","Yes","15","3","11","2","3","3","2","0","2","Yes","3"
"E100869","42","Male","Other","Married","Data Science","Data Scientist","Travel_Frequently","5","2","2","97","3","1","3","4","No","17","4","8","4","3","2","2","2","0","No","3"
"E100870","36","Male","Medical","Single","Sales","Sales Executive","Non-Travel","10","4","2","32","3","3","4","1","No","14","4","10","3","2","10","3","9","7","No","2"
"E100871","22","Male","Technical Degree","Single","Development","Senior Developer","Travel_Frequently","4","1","3","99","2","1","3","5","No","16","3","4","3","3","2","2","1","2","Yes","3"
"E100873","48","Female","Marketing","Married","Sales","Sales Executive","Travel_Rarely","2","5","2","37","3","2","4","2","No","14","1","14","2","3","9","7","6","7","No","2"
"E100875","55","Female","Life Sciences","Single","Sales","Manager","Travel_Rarely","18","5","1","83","3","4","2","3","No","23","4","37","2","3","10","9","7","7","No","2"
"E100877","41","Male","Life Sciences","Single","Sales","Sales Executive","Non-Travel","10","2","4","56","3","2","4","7","No","14","4","16","3","3","14","3","1","10","No","3"
"E100878","35","Male","Marketing","Married","Sales","Sales Executive","Travel_Rarely","1","3","2","85","3","2","3","9","No","11","3","15","2","3","11","9","6","9","No","2"
"E100880","39","Female","Life Sciences","Married","Development","Developer","Travel_Frequently","8","1","3","48","3","1","3","1","No","11","1","8","3","3","8","3","0","7","No","3"
"E100882","31","Male","Life Sciences","Single","Sales","Sales Executive","Travel_Rarely","2","1","2","77","3","2","4","4","Yes","13","3","10","2","4","6","5","0","5","No","3"
"E100883","42","Male","Medical","Married","Development","Developer","Travel_Rarely","24","3","4","56","3","3","1","1","Yes","21","4","10","5","2","10","9","5","8","No","4"
"E100884","45","Male","Other","Married","Sales","Sales Executive","Travel_Rarely","2","3","4","61","3","2","2","0","No","19","2","9","3","4","8","7","3","7","No","3"
"E100890","33","Female","Medical","Divorced","Development","Developer","Travel_Rarely","1","5","1","95","4","4","3","4","No","19","3","10","2","3","6","1","0","5","No","3"
"E100891","31","Male","Life Sciences","Divorced","Sales","Manager","Travel_Rarely","7","3","3","44","2","3","4","9","No","21","3","10","3","2","5","4","0","1","No","4"
"E100892","18","Male","Marketing","Single","Sales","Sales Representative","Travel_Frequently","5","3","2","69","3","1","2","1","Yes","14","4","0","3","3","0","0","0","0","Yes","3"
"E100893","40","Male","Other","Divorced","Sales","Sales Executive","Non-Travel","28","3","3","58","1","3","1","3","No","15","3","20","2","3","1","0","0","1","No","3"
"E100894","41","Female","Other","Single","Development","Developer","Non-Travel","2","4","1","62","2","2","3","2","Yes","17","1","10","3","3","8","7","0","7","No","3"
"E100898","35","Female","Medical","Single","Sales","Sales Executive","Travel_Rarely","1","3","1","80","3","2","3","1","No","16","4","5","3","3","5","4","0","3","No","3"
"E100899","34","Male","Life Sciences","Single","Sales","Sales Executive","Travel_Rarely","21","4","4","74","4","2","4","1","No","12","4","10","3","3","10","7","5","7","No","3"
"E100900","26","Male","Technical Degree","Single","Development","Developer","Travel_Rarely","24","3","3","66","1","1","4","1","Yes","18","2","1","3","1","1","0","0","0","Yes","3"
"E100901","37","Female","Technical Degree","Single","Development","Developer","Travel_Rarely","1","3","2","59","3","3","4","4","No","17","4","12","3","4","6","5","1","2","No","4"
"E100902","46","Female","Medical","Married","Development","Senior Developer","Travel_Frequently","18","1","1","86","3","3","3","5","No","11","4","28","3","2","2","2","1","2","No","2"
"E100903","41","Female","Life Sciences","Married","Sales","Manager","Travel_Rarely","2","5","2","91","3","4","1","7","No","16","2","22","2","3","18","16","11","8","No","2"
"E100908","52","Male","Technical Degree","Divorced","Development","Developer","Travel_Rarely","6","2","4","78","3","2","1","3","Yes","12","2","18","3","3","10","9","6","9","No","3"
"E100912","38","Female","Medical","Married","Data Science","Data Scientist","Travel_Rarely","10","3","3","76","3","2","3","3","No","19","3","18","4","3","1","0","0","0","No","3"
"E100913","37","Female","Life Sciences","Married","Development","Developer","Travel_Rarely","1","4","2","65","3","2","2","6","No","12","2","8","2","2","6","5","4","3","No","3"
"E100916","49","Male","Life Sciences","Divorced","Development","Senior Developer","Travel_Rarely","18","4","4","58","2","5","3","1","Yes","17","3","31","5","3","31","9","0","9","No","3"
"E100917","24","Male","Medical","Married","Development","Developer","Travel_Rarely","23","3","2","89","4","1","4","1","Yes","11","2","6","3","3","6","5","1","4","No","3"
"E100919","26","Male","Marketing","Married","Sales","Sales Executive","Travel_Rarely","28","2","1","66","3","2","2","1","No","20","4","6","5","4","5","3","1","4","No","3"
"E100921","24","Male","Other","Married","Development","Developer","Travel_Rarely","17","2","4","94","2","1","2","1","No","21","4","1","2","3","1","0","0","0","No","4"
"E100922","50","Male","Medical","Married","Human Resources","Manager","Travel_Frequently","3","3","1","99","3","5","2","1","No","11","3","32","2","3","32","5","10","7","No","2"
"E100923","25","Male","Medical","Married","Sales","Sales Representative","Travel_Rarely","13","1","2","40","3","1","3","1","No","11","3","7","1","3","7","4","0","6","No","3"
"E100925","24","Female","Life Sciences","Married","Development","Senior Developer","Travel_Frequently","7","3","1","55","3","1","3","1","Yes","16","4","6","4","3","6","3","1","2","Yes","2"
"E100927","34","Male","Life Sciences","Married","Development","Developer","Travel_Rarely","1","2","2","83","2","1","4","1","Yes","13","4","6","3","3","6","5","1","3","No","3"
"E100928","31","Male","Medical","Divorced","Sales","Sales Executive","Travel_Rarely","13","4","2","46","3","2","1","2","No","17","3","9","2","1","3","1","1","2","Yes","3"
"E100931","31","Male","Medical","Divorced","Sales","Sales Executive","Travel_Rarely","6","4","1","66","4","2","4","4","No","22","4","13","4","4","7","7","5","7","No","2"
"E100933","27","Female","Medical","Divorced","Development","Developer","Travel_Rarely","6","4","1","66","2","1","3","0","No","12","3","6","5","2","5","3","0","3","No","3"
"E100934","37","Male","Marketing","Married","Sales","Sales Executive","Travel_Rarely","2","3","4","75","3","2","3","4","Yes","11","3","17","3","2","3","0","1","0","No","3"
"E100937","42","Female","Life Sciences","Married","Development","Developer","Travel_Rarely","2","4","3","81","3","2","4","1","No","13","2","10","4","3","10","2","2","2","No","3"
"E100939","43","Male","Other","Divorced","Development","Developer","Travel_Rarely","6","4","2","50","2","4","4","4","Yes","14","3","21","3","2","1","0","0","0","No","3"
"E100940","38","Female","Life Sciences","Single","Development","Developer","Travel_Rarely","1","1","3","43","3","1","1","3","No","17","4","8","3","2","0","0","0","0","No","3"
